44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
Execute Anonymous: tdc_tsw__Message__c message = [select tdc_tsw__Sender_Number__c, id, tdc_tsw__SMS_Template__c, tdc_tsw__Message_Text_New__c 
Execute Anonymous:                                from tdc_tsw__Message__c 
Execute Anonymous:                               where id = 'a173B000000se4rQAA'];
Execute Anonymous: List<tdc_tsw__Message__c> c = new List<tdc_tsw__Message__c>();
Execute Anonymous: c.add(message);
Execute Anonymous: PhoneMatcher.MatchContactOnPhoneNunber(c);
20:24:54.1 (1383802)|USER_INFO|[EXTERNAL]|0051H000009gxp8|chanida.dev2@solvedbysoftwareco.com|Eastern Standard Time|GMT-05:00
20:24:54.1 (1417211)|EXECUTION_STARTED
20:24:54.1 (1422626)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
20:24:54.1 (1803746)|VARIABLE_SCOPE_BEGIN|[4]|c|List<tdc_tsw__Message__c>|true|false
20:24:54.1 (1833479)|VARIABLE_SCOPE_BEGIN|[1]|message|tdc_tsw__Message__c|true|false
20:24:54.1 (2041312)|HEAP_ALLOCATE|[72]|Bytes:3
20:24:54.1 (2098340)|HEAP_ALLOCATE|[77]|Bytes:152
20:24:54.1 (2122286)|HEAP_ALLOCATE|[342]|Bytes:408
20:24:54.1 (2147555)|HEAP_ALLOCATE|[355]|Bytes:408
20:24:54.1 (2173760)|HEAP_ALLOCATE|[467]|Bytes:48
20:24:54.1 (2228486)|HEAP_ALLOCATE|[139]|Bytes:6
20:24:54.1 (2277241)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
20:24:54.1 (2490025)|STATEMENT_EXECUTE|[1]
20:24:54.1 (2495789)|STATEMENT_EXECUTE|[1]
20:24:54.1 (2500448)|HEAP_ALLOCATE|[1]|Bytes:149
20:24:54.1 (2529241)|HEAP_ALLOCATE|[1]|Bytes:4
20:24:54.1 (2602034)|HEAP_ALLOCATE|[50]|Bytes:5
20:24:54.1 (2641654)|HEAP_ALLOCATE|[56]|Bytes:5
20:24:54.1 (2663656)|HEAP_ALLOCATE|[64]|Bytes:7
20:24:54.1 (3325002)|SOQL_EXECUTE_BEGIN|[1]|Aggregations:0|SELECT tdc_tsw__Sender_Number__c, id, tdc_tsw__SMS_Template__c, tdc_tsw__Message_Text_New__c FROM tdc_tsw__Message__c WHERE id = 'a173B000000se4rQAA'
20:24:54.1 (9616364)|SOQL_EXECUTE_END|[1]|Rows:1
20:24:54.1 (9677094)|HEAP_ALLOCATE|[1]|Bytes:8
20:24:54.1 (9699941)|HEAP_ALLOCATE|[1]|Bytes:183
20:24:54.1 (9747042)|HEAP_ALLOCATE|[1]|Bytes:8
20:24:54.1 (9765609)|HEAP_ALLOCATE|[1]|Bytes:45
20:24:54.1 (9862135)|HEAP_ALLOCATE|[1]|Bytes:24
20:24:54.1 (9937684)|VARIABLE_ASSIGNMENT|[1]|message|{"tdc_tsw__Sender_Number__c":"+13038816946","Id":"a173B000000se4rQAA","tdc_tsw__SMS_Template__c":"a153B000000pOgzQAE","tdc_tsw__Message_Text_New__c":"1","RecordTypeId":"0121H000001Ie7fQAC"}|0x78c77ce9
20:24:54.1 (9954320)|STATEMENT_EXECUTE|[4]
20:24:54.1 (9969072)|HEAP_ALLOCATE|[4]|Bytes:4
20:24:54.1 (10015979)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
20:24:54.1 (10042973)|VARIABLE_ASSIGNMENT|[4]|c|[]|0x59ec419d
20:24:54.1 (10053353)|STATEMENT_EXECUTE|[5]
20:24:54.1 (10110409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
20:24:54.1 (10127555)|STATEMENT_EXECUTE|[6]
20:24:54.1 (10185516)|SYSTEM_MODE_ENTER|false
20:24:54.1 (10233175)|HEAP_ALLOCATE|[6]|Bytes:5
20:24:54.1 (14113737)|HEAP_ALLOCATE|[6]|Bytes:1
20:24:54.1 (14129174)|HEAP_ALLOCATE|[6]|Bytes:5
20:24:54.1 (14157378)|METHOD_ENTRY|[5]|01p3B000001izES|PhoneMatcher.PhoneMatcher()
20:24:54.1 (14166415)|STATEMENT_EXECUTE|[5]
20:24:54.1 (14173026)|STATEMENT_EXECUTE|[5]
20:24:54.1 (14180779)|METHOD_EXIT|[5]|PhoneMatcher
20:24:54.1 (14265116)|PUSH_TRACE_FLAGS|[6]|01p3B000001izES|PhoneMatcher|APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
20:24:54.1 (14313272)|METHOD_ENTRY|[6]|01p3B000001izES|PhoneMatcher.MatchContactOnPhoneNunber(List<tdc_tsw__Message__c>)
20:24:54.1 (14356336)|VARIABLE_SCOPE_BEGIN|[8]|messages|List<tdc_tsw__Message__c>|true|false
20:24:54.1 (14394640)|VARIABLE_ASSIGNMENT|[8]|messages|[{"tdc_tsw__Sender_Number__c":"+13038816946","Id":"a173B000000se4rQAA","tdc_tsw__SMS_Template__c":"a153B000000pOgzQAE","tdc_tsw__Message_Text_New__c":"1","RecordTypeId":"0121H000001Ie7fQAC"}]|0x59ec419d
20:24:54.1 (14412396)|STATEMENT_EXECUTE|[8]
20:24:54.1 (14414642)|STATEMENT_EXECUTE|[9]
20:24:54.1 (14486173)|HEAP_ALLOCATE|[9]|Bytes:4
20:24:54.1 (14572039)|VARIABLE_SCOPE_BEGIN|[9]|results|List<LookupResult__c>|true|false
20:24:54.1 (14591804)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
20:24:54.1 (14604409)|VARIABLE_ASSIGNMENT|[9]|results|[]|0x6937d63b
20:24:54.1 (14614728)|STATEMENT_EXECUTE|[10]
20:24:54.1 (14717211)|HEAP_ALLOCATE|[10]|Bytes:4
20:24:54.1 (14891751)|VARIABLE_SCOPE_BEGIN|[10]|template|tdc_tsw__Message_Template__c|true|false
20:24:54.1 (14918609)|VARIABLE_ASSIGNMENT|[10]|template|{}|0x753cda40
20:24:54.1 (14930270)|STATEMENT_EXECUTE|[11]
20:24:54.1 (14945204)|HEAP_ALLOCATE|[11]|Bytes:24
20:24:54.1 (15041555)|HEAP_ALLOCATE|[11]|Bytes:18
20:24:54.1 (15223519)|VARIABLE_ASSIGNMENT|[11]|this.Name|"a173B000000se4rQAA"|0x753cda40
20:24:54.1 (15235904)|STATEMENT_EXECUTE|[12]
20:24:54.1 (15243369)|VARIABLE_SCOPE_BEGIN|[12]|authorized|Boolean|false|false
20:24:54.1 (15260416)|HEAP_ALLOCATE|[12]|Bytes:5
20:24:54.1 (15273107)|VARIABLE_ASSIGNMENT|[12]|authorized|false
20:24:54.1 (15280057)|STATEMENT_EXECUTE|[13]
20:24:54.1 (15286252)|VARIABLE_SCOPE_BEGIN|[13]|requestingNumber|String|false|false
20:24:54.1 (15301889)|VARIABLE_ASSIGNMENT|[13]|requestingNumber|""
20:24:54.1 (15308672)|STATEMENT_EXECUTE|[14]
20:24:54.1 (15321448)|HEAP_ALLOCATE|[14]|Bytes:24
20:24:54.1 (15423751)|VARIABLE_ASSIGNMENT|[14]|requestingNumber|"+13038816946"
20:24:54.1 (15436010)|STATEMENT_EXECUTE|[15]
20:24:54.1 (15437891)|STATEMENT_EXECUTE|[16]
20:24:54.1 (15441520)|HEAP_ALLOCATE|[16]|Bytes:6
20:24:54.1 (15510919)|HEAP_ALLOCATE|[16]|Bytes:11
20:24:54.1 (15542964)|VARIABLE_ASSIGNMENT|[16]|requestingNumber|"13038816946"
20:24:54.1 (15551483)|STATEMENT_EXECUTE|[17]
20:24:54.1 (15591971)|HEAP_ALLOCATE|[17]|Bytes:10
20:24:54.1 (15618165)|VARIABLE_ASSIGNMENT|[17]|requestingNumber|"3038816946"
20:24:54.1 (15628029)|STATEMENT_EXECUTE|[20]
20:24:54.1 (15633576)|HEAP_ALLOCATE|[20]|Bytes:144
20:24:54.1 (15660283)|HEAP_ALLOCATE|[20]|Bytes:4
20:24:54.1 (15674218)|HEAP_ALLOCATE|[20]|Bytes:7
20:24:54.1 (15694572)|HEAP_ALLOCATE|[20]|Bytes:7
20:24:54.1 (16110707)|SOQL_EXECUTE_BEGIN|[20]|Aggregations:0|SELECT ID, SMS_Lookup_Access__c FROM Contact WHERE ((PhoneNumeric__c = :tmpVar1 OR MobileNumeric__c = :tmpVar2) AND SMS_Lookup_Access__c = TRUE)
20:24:54.1 (20781168)|SOQL_EXECUTE_END|[20]|Rows:1
20:24:54.1 (20813699)|HEAP_ALLOCATE|[20]|Bytes:8
20:24:54.1 (20833306)|HEAP_ALLOCATE|[20]|Bytes:57
20:24:54.1 (20905507)|HEAP_ALLOCATE|[20]|Bytes:8
20:24:54.1 (20925877)|VARIABLE_SCOPE_BEGIN|[20]|requestingContacts|List<Contact>|true|false
