35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
23:11:26.3 (3929831)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (4604971)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (4734711)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (4807472)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (4873430)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (4938495)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (5000976)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (5066337)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (5219213)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (5303185)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (6552414)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (7056397)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (7994626)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (8058148)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (8373259)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (8445731)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (69305625)|SOQL_EXECUTE_BEGIN|[1842]|Aggregations:0|SELECT Id, name FROM RecordType WHERE (sObjectType = :tmpVar1 AND name = :tmpVar2) LIMIT 1
23:11:26.3 (80790340)|SOQL_EXECUTE_END|[1842]|Rows:1
23:11:26.3 (81328815)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (81417061)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (84711405)|SOQL_EXECUTE_BEGIN|[669]|Aggregations:0|SELECT id, name, Provider__c, Key__c, Token__c, Status__c, Country__c FROM OrgSMSConfig__c 
23:11:26.3 (95002980)|SOQL_EXECUTE_END|[669]|Rows:1
23:11:26.3 (95704684)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (95827221)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (95949875)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96042920)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96095939)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96134183)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96195286)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96346664)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96392710)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96432193)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96481129)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (96567934)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (99003197)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (99381104)|SOQL_EXECUTE_BEGIN|[1531]|Aggregations:0|SELECT Id, IsSandbox, OrganizationType, Name FROM Organization LIMIT 1
23:11:26.3 (103840040)|SOQL_EXECUTE_END|[1531]|Rows:1
23:11:26.3 (104158006)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (104256289)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (104328654)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (104587531)|SOQL_EXECUTE_BEGIN|[101]|Aggregations:0|SELECT Id, IsSandbox, Name FROM Organization LIMIT 1
23:11:26.3 (107747174)|SOQL_EXECUTE_END|[101]|Rows:1
23:11:26.3 (108065417)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (109968917)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110310308)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110403054)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110492447)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110571154)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110640732)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110720748)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110793314)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110866861)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (110937996)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (111009777)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (111724222)|SOQL_EXECUTE_BEGIN|[72]|Aggregations:0|SELECT id, name FROM document WHERE name = 'UserConfig' LIMIT 1
23:11:26.3 (140947676)|SOQL_EXECUTE_END|[72]|Rows:0
23:11:26.3 (141351742)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (141485008)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (144185588)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (144632979)|SOQL_EXECUTE_BEGIN|[1296]|Aggregations:0|SELECT Id, IsSandbox, OrganizationType, Name FROM Organization LIMIT 1
23:11:26.3 (148980287)|SOQL_EXECUTE_END|[1296]|Rows:1
23:11:26.3 (149183857)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (149293270)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (149497067)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (149570137)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (150209044)|SOQL_EXECUTE_BEGIN|[2378]|Aggregations:0|SELECT COUNT() FROM UserSMSConfig__c WHERE (Status__c = 'Active' OR Status__c = 'Trial')
23:11:26.3 (162215563)|SOQL_EXECUTE_END|[2378]|Rows:1
23:11:26.3 (162353838)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (163719261)|SOQL_EXECUTE_BEGIN|[698]|Aggregations:0|SELECT id, name FROM Profile WHERE id IN (SELECT profileid FROM user) ORDER BY name ASC NULLS FIRST LIMIT 10000
23:11:26.3 (176802731)|SOQL_EXECUTE_END|[698]|Rows:6
23:11:26.3 (182289520)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (182438435)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (183503537)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184033025)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184456318)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184516115)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184560597)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184612934)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184644438)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184668344)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184729301)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184861059)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184899897)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (184962131)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185071070)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185142375)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185209574)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185283109)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185349407)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185417794)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185485152)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185555392)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185631641)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (185681064)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (186362599)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (188479474)|ENTERING_MANAGED_PKG|tdc_tsw
23:11:26.3 (203280575)|SOQL_EXECUTE_BEGIN|[1842]|Aggregations:0|SELECT Id, name FROM RecordType WHERE (sObjectType = :tmpVar1 AND name = :tmpVar2) LIMIT 1
23:11:26.3 (208175126)|SOQL_EXECUTE_END|[1842]|Rows:1
