44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
20:25:31.0 (133326)|USER_INFO|[EXTERNAL]|0051H000009gxp8|chanida.dev2@solvedbysoftwareco.com|Eastern Standard Time|GMT-05:00
20:25:31.0 (2119061)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (2610991)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (6348571)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT id, name, Disable_Incoming_SMS_Sharing__c FROM User WHERE id = :tmpVar1
20:25:31.0 (13556960)|SOQL_EXECUTE_END|[16]|Rows:1
20:25:31.0 (18881093)|SOQL_EXECUTE_BEGIN|[37]|Aggregations:0|SELECT CreatedDate,Created_Date__c,Id,LastModifiedDate,MessageId__c,Message_Text_New__c,Name,OwnerId,Read__c,Related_Object_Id__c,Related_Object__c,Sender_Number__c, Sender_Name__c,ToNumber__c,Attachments_Ids__c FROM Message__c WHERE Name = 'Incoming' AND Read__c = false ORDER BY CreatedDate Desc limit 100
20:25:31.0 (36906346)|SOQL_EXECUTE_END|[37]|Rows:92
20:25:31.0 (54084082)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (55999611)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (56788030)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (57653258)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (60768816)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (61818532)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (62074042)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (62542417)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (63759908)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (64575153)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (64818626)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (65234632)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (66393580)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (67203403)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (67453783)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (67858770)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (68993997)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (69810201)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (70051206)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (70472481)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (71607592)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (72382642)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (72631206)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (73041705)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (74204318)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (74982702)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (75222553)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (75645390)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (76782941)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (77591938)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (77835021)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (78245511)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (79407065)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (80258073)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (80525885)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (80936881)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (82391590)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (83229344)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (83480240)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (83911714)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (85060416)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (85852436)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (86085446)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (86514853)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (87690771)|ENTERING_MANAGED_PKG|tdc_tsw
20:25:31.0 (88542420)|ENTERING_MANAGED_PKG|tdc_tsw
