44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
22:03:47.0 (635527)|USER_INFO|[EXTERNAL]|0051H000009gxp8|chanida.dev2@solvedbysoftwareco.com|Eastern Standard Time|GMT-05:00
22:03:47.0 (2851503)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (3265056)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (8476269)|SOQL_EXECUTE_BEGIN|[16]|Aggregations:0|SELECT id, name, Disable_Incoming_SMS_Sharing__c FROM User WHERE id = :tmpVar1
22:03:47.0 (17044487)|SOQL_EXECUTE_END|[16]|Rows:1
22:03:47.0 (25550868)|SOQL_EXECUTE_BEGIN|[37]|Aggregations:0|SELECT CreatedDate,Created_Date__c,Id,LastModifiedDate,MessageId__c,Message_Text_New__c,Name,OwnerId,Read__c,Related_Object_Id__c,Related_Object__c,Sender_Number__c, Sender_Name__c,ToNumber__c,Attachments_Ids__c FROM Message__c WHERE Name = 'Incoming' AND Read__c = false ORDER BY CreatedDate Desc limit 100
22:03:47.0 (43469403)|SOQL_EXECUTE_END|[37]|Rows:99
22:03:47.0 (66143065)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (68241710)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (68790116)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (69505702)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (72244197)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (73069976)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (73301334)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (73694729)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (74743213)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (75493295)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (75715249)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (76099105)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (77136266)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (77877991)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (78103942)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (78483399)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (79511389)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (80256858)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (80478628)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (80865548)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (81906440)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (82654932)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (82883937)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (83261137)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (84287072)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (85037626)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (85258866)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (85632480)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (86651947)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (87389134)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (87609075)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (87994120)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (89017014)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (89749139)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (89975071)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (90349156)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (91370000)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (92103350)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (92324711)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (92711845)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (93743091)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (94484246)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (94706816)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (95091281)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (96125345)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (96875173)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (97094938)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (97469357)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (98494667)|ENTERING_MANAGED_PKG|tdc_tsw
22:03:47.0 (99235403)|ENTERING_MANAGED_PKG|tdc_tsw
