43.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
21:00:21.29 (29100697)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (29893848)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (30387928)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (33459864)|SOQL_EXECUTE_BEGIN|[19]|Aggregations:0|SELECT id, name, Brief_Description__c, Keywords__c, Active__c FROM Survey__c WHERE id = :tmpVar1
21:00:21.29 (38297251)|SOQL_EXECUTE_END|[19]|Rows:0
21:00:21.29 (39043765)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (39466138)|SOQL_EXECUTE_BEGIN|[21]|Aggregations:0|SELECT id, name, Brief_Description__c, Keywords__c, Active__c FROM Survey__c LIMIT 1000
21:00:21.29 (43775237)|SOQL_EXECUTE_END|[21]|Rows:2
21:00:21.29 (43961250)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (49531507)|SOQL_EXECUTE_BEGIN|[25]|Aggregations:0|SELECT id, Possible_Answers__c, tdc_tsw__Next_Question__c, Next_Question__r.Question_Label__c, Next_Question__r.Question__c FROM Answer__c WHERE Question__r.Survey__c = :tmpVar1
21:00:21.29 (55922265)|SOQL_EXECUTE_END|[25]|Rows:0
21:00:21.29 (56687490)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (59131130)|SOQL_EXECUTE_BEGIN|[30]|Aggregations:1|SELECT id, Question__c, Question_Text__c, First_Question__c, Question_Label__c, Object__c, (SELECT id, Possible_Answers__c, Question__c, Default__c, Next_Question__c FROM Answers__r) FROM Question__c WHERE Survey__c = :tmpVar1
21:00:21.29 (64616361)|SOQL_EXECUTE_END|[30]|Rows:0
21:00:21.29 (65454586)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (66187376)|SOQL_EXECUTE_BEGIN|[36]|Aggregations:0|SELECT id, Question__c, Question_Text__c, First_Question__c, Question_Label__c, Object__c FROM Question__c WHERE (Survey__c = :tmpVar1 AND First_Question__c = TRUE)
21:00:21.29 (71134762)|SOQL_EXECUTE_END|[36]|Rows:0
21:00:21.29 (71472748)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (71611797)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (71708379)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (150274968)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (150507373)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (153521231)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (153595025)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (164821417)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (164897537)|ENTERING_MANAGED_PKG|tdc_tsw
21:00:21.29 (167030739)|ENTERING_MANAGED_PKG|tdc_tsw
